Person Number,Location Code,Craft Vs Professionals,Area,Business Function
509501,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501342,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
505800,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
523032,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500179,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
510205,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
544369,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
521133,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
512336,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
513557,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511167,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
505754,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
508477,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
506467,Chennai IN Saidapet,PROFESSIONAL,Middle East and North Africa,Marine
507926,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500506,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
521504,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
509050,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
505274,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515847,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Project Management & Controls
511125,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Project Management & Controls
546126,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500490,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
523393,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
505630,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511522,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
520193,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513017,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
521179,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510379,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
541634,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
504097,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Information Technology
520856,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
506437,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
506387,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
519277,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500598,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
505523,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
530561,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Onshore Construction
518708,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
506628,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
506600,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
501619,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
541700,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
512447,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
504210,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
523287,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515055,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
506462,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
519333,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
522354,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
546339,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
517293,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
540959,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
522650,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
517425,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Supply Chain
502504,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511736,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501929,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511242,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
507576,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Project Management & Controls
544970,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Marine
544252,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
545859,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
512729,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
507594,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
505797,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500561,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
511300,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
509579,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
504052,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
539830,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
523525,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
544260,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
512284,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
516080,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
516449,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
516444,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
507174,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
510273,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510941,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513031,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Marine,Marine
515545,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511019,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511048,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
547155,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
541652,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
518702,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
523726,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
524688,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
504708,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511165,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
512224,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
521586,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
508938,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
506411,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
516363,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
544246,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
518294,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
503040,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
509906,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513289,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
540857,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Marine
501710,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
512453,Dubai AE FO1 Jebel Ali,CRAFT,Marine,Marine
517121,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513294,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
543856,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511226,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Project Management & Controls
505439,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
512239,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500296,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Commercial
544684,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
522395,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515480,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501956,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510862,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510300,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501918,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
503445,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511264,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511654,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
524777,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
506505,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Human Resources
520830,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
504308,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511599,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
518469,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
512459,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
505542,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
510130,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
507298,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513130,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
517834,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
507110,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
505534,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
546725,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
515322,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510950,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513898,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501856,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
508159,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515814,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
502055,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
519701,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
521273,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
523426,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
505071,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
522565,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
504759,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
503515,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
547455,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
543867,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
543207,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
534259,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
505679,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
524186,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
520642,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
521122,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
536898,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
504560,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
505399,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
508946,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
516131,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500404,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Communications/Marketing
509099,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
504360,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501452,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
512440,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511580,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500616,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500637,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Marine
507671,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513681,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
516944,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501421,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510564,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Project Management & Controls
503991,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
544264,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511712,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500232,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
517669,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
539220,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
520761,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501678,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Information Technology
504691,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
517341,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
506445,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
509828,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
501824,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
503032,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513788,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
522919,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
516964,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
508670,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
509486,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
506857,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
508024,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Area Operations Management
516079,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
512688,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
508390,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
541614,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
500481,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513491,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
500393,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
514931,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510100,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
505102,Dubai AE P42 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Finance
512503,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501164,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
543163,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
509966,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513081,Batam ID,PROFESSIONAL,Middle East and North Africa,QHSES
500140,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501495,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Project Management & Controls
510380,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
508088,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
543133,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
519859,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
509458,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
522426,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515659,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
501858,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Supply Chain
503985,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515345,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
516755,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
513431,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
513789,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515822,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
503306,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510065,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
515543,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
511402,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
524685,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Asia Pacific,Project Management & Controls
543129,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
517424,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
510525,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
508071,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
506893,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
523729,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
512317,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
507969,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
507262,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
505554,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,QHSES
512473,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
509796,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
502375,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
539515,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Engineering
518515,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
509879,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
503195,Dubai AE FO1 Jebel Ali,PROFESSIONAL,Middle East and North Africa,Fabrication
503064,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
502474,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
543863,Dubai AE FO1 Jebel Ali,CRAFT,Middle East and North Africa,Fabrication
